assessment_id,site_id,conducted_by_person_id,assessment_date,assessment_period,overall_risk_score,findings_summary,num_hazards_identified,num_actions_created,status
22216,3192,7049,2023-03-13,H1_2023,22,Site inspection revealed generally satisfactory conditions with 1 hazards identified. Main concerns relate to playground equipment wear. Overall risk posture is low. Recommend follow-up on playground equipment wear within 14 days.,1,0,COMPLETED
22217,3192,7047,2023-09-19,H2_2023,45,Comprehensive risk assessment completed for Granity School. 4 new hazards identified and 7 existing hazards reviewed. Key findings include: peeling paint near food prep area; trip hazard from raised concrete. 2 corrective actions have been raised.,4,2,COMPLETED
22218,3192,7049,2024-03-17,H1_2024,80,Risk assessment findings: Granity School presents critical risk environment. Critical items include cluttered storage room blocking access. Moderate items include peeling paint near food prep area. 3 actions assigned with 2 marked as critical priority.,3,3,COMPLETED
22219,3192,7049,2024-09-14,H2_2024,35,Comprehensive risk assessment completed for Granity School. 2 new hazards identified and 3 existing hazards reviewed. Key findings include: damaged fencing along south boundary; cluttered storage room blocking access. 0 corrective actions have been raised.,2,0,COMPLETED
22220,3192,7048,2025-03-27,H1_2025,70,Risk assessment findings: Granity School presents high risk environment. Critical items include cluttered storage room blocking access. Moderate items include bird nesting in roof cavity. 1 actions assigned with 1 marked as critical priority.,3,1,COMPLETED
22221,3193,7052,2020-03-09,H1_2020,34,Risk assessment findings: Hampden Street School presents medium risk environment. Critical items include bird nesting in roof cavity. Moderate items include inadequate lighting in car park. 2 actions assigned with 2 marked as critical priority.,1,2,COMPLETED
22222,3193,7051,2020-09-27,H2_2020,65,Assessment of Hampden Street School identified high overall risk level. Primary concerns are roof condition particularly affecting outdoor areas. Emergency procedures were reviewed and found to be satisfactory. 3 actions created.,3,3,COMPLETED
22223,3193,7054,2021-03-23,H1_2021,35,Routine H1/H2 assessment for Hampden Street School conducted on the assessment date. Building condition assessments reviewed for all 5 structures. 0 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,0,0,COMPLETED
22224,3193,7053,2021-09-09,H2_2021,66,Assessment of Hampden Street School identified high overall risk level. Primary concerns are slip hazards during winter particularly affecting the sports facilities. Emergency procedures were reviewed and found to be satisfactory. 1 actions created.,1,1,COMPLETED
22225,3193,7054,2022-03-22,H1_2022,40,Assessment of Hampden Street School identified medium overall risk level. Primary concerns are tree management particularly affecting administration building. Emergency procedures were reviewed and found to be requiring update. 1 actions created.,4,1,COMPLETED
22226,3193,7051,2022-09-26,H2_2022,24,Routine H1/H2 assessment for Hampden Street School conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 0 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,0,0,COMPLETED
22227,3193,7052,2023-03-04,H1_2023,20,Risk assessment findings: Hampden Street School presents low risk environment. Critical items include trip hazard from raised concrete. Moderate items include bird nesting in roof cavity. 1 actions assigned with 2 marked as critical priority.,2,1,COMPLETED
22228,3193,7051,2023-09-10,H2_2023,42,Comprehensive risk assessment completed for Hampden Street School. 1 new hazards identified and 2 existing hazards reviewed. Key findings include: peeling paint near food prep area; blocked emergency exit in hall. 0 corrective actions have been raised.,1,0,COMPLETED
22229,3193,7054,2024-03-24,H1_2024,16,Assessment of Hampden Street School identified low overall risk level. Primary concerns are traffic management particularly affecting outdoor areas. Emergency procedures were reviewed and found to be adequate. 0 actions created.,2,0,COMPLETED
22230,3193,7053,2024-09-10,H2_2024,77,Assessment of Hampden Street School identified high overall risk level. Primary concerns are contractor oversight particularly affecting outdoor areas. Emergency procedures were reviewed and found to be adequate. 1 actions created.,1,1,COMPLETED
22231,3193,7052,2025-03-08,H1_2025,40,Assessment of Hampden Street School identified medium overall risk level. Primary concerns are tree management particularly affecting the main block. Emergency procedures were reviewed and found to be adequate. 1 actions created.,3,1,REVIEWED
22232,3194,7058,2020-03-12,H1_2020,24,Risk assessment findings: Henley School (Nelson) presents low risk environment. Critical items include loose railing on Block A stairwell. Moderate items include loose railing on Block A stairwell. 0 actions assigned with 0 marked as critical priority.,0,0,COMPLETED
22233,3194,7055,2020-09-02,H2_2020,80,Site inspection revealed generally satisfactory conditions with 0 hazards identified. Main concerns relate to playground equipment wear. Overall risk posture is critical. Recommend follow-up on contractor oversight within 30 days.,0,0,COMPLETED
22234,3194,7058,2021-03-16,H1_2021,29,Comprehensive risk assessment completed for Henley School (Nelson). 0 new hazards identified and 3 existing hazards reviewed. Key findings include: cluttered storage room blocking access; trip hazard from raised concrete. 0 corrective actions have been raised.,0,0,COMPLETED
22235,3194,7055,2021-09-21,H2_2021,39,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to traffic management. Overall risk posture is medium. Recommend follow-up on roof condition within the next term.,3,1,COMPLETED
22236,3194,7056,2022-03-10,H1_2022,81,Comprehensive risk assessment completed for Henley School (Nelson). 0 new hazards identified and 6 existing hazards reviewed. Key findings include: blocked emergency exit in hall; uneven surface on playground. 1 corrective actions have been raised.,0,1,COMPLETED
22237,3194,7058,2022-09-04,H2_2022,15,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to electrical systems. Overall risk posture is low. Recommend follow-up on asbestos-containing materials within 60 days.,3,0,COMPLETED
22238,3194,7057,2023-03-10,H1_2023,49,Routine H1/H2 assessment for Henley School (Nelson) conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 3 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,3,1,COMPLETED
22239,3194,7056,2023-09-04,H2_2023,77,Routine H1/H2 assessment for Henley School (Nelson) conducted on the assessment date. Building condition assessments reviewed for all 6 structures. 2 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,2,2,COMPLETED
22240,3194,7058,2024-03-01,H1_2024,18,Comprehensive risk assessment completed for Henley School (Nelson). 1 new hazards identified and 1 existing hazards reviewed. Key findings include: mould visible on ceiling tiles; peeling paint near food prep area. 0 corrective actions have been raised.,1,0,COMPLETED
22241,3194,7058,2024-09-09,H2_2024,50,Assessment of Henley School (Nelson) identified medium overall risk level. Primary concerns are roof condition particularly affecting the sports facilities. Emergency procedures were reviewed and found to be requiring update. 2 actions created.,3,2,COMPLETED
22242,3194,7058,2025-03-05,H1_2025,15,Routine H1/H2 assessment for Henley School (Nelson) conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 0 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,0,0,COMPLETED
22243,3195,7061,2020-03-23,H1_2020,66,Assessment of Hira School identified high overall risk level. Primary concerns are tree management particularly affecting the main block. Emergency procedures were reviewed and found to be requiring update. 0 actions created.,2,0,COMPLETED
22244,3195,7062,2020-09-09,H2_2020,84,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to roof condition. Overall risk posture is critical. Recommend follow-up on contractor oversight within 30 days.,4,0,COMPLETED
22245,3195,7060,2021-03-13,H1_2021,78,Routine H1/H2 assessment for Hira School conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 2 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,2,0,COMPLETED
22246,3195,7059,2021-09-22,H2_2021,22,Risk assessment findings: Hira School presents low risk environment. Critical items include peeling paint near food prep area. Moderate items include inadequate lighting in car park. 1 actions assigned with 2 marked as critical priority.,1,1,COMPLETED
22247,3195,7059,2022-03-03,H1_2022,45,Comprehensive risk assessment completed for Hira School. 1 new hazards identified and 7 existing hazards reviewed. Key findings include: missing fire extinguisher sign; trip hazard from raised concrete. 1 corrective actions have been raised.,1,1,COMPLETED
