inspection_id,site_id,conducted_by_person_id,contractor_id,inspection_date,inspection_type,field_notes,compliance_rating,num_hazards_identified,num_actions_created,status
22593,3352,7370,,2024-07-23,ROUTINE,Arrived at Glentunnel School at 13:00. Met with the caretaker who reported a recent near-miss in the workshop. Walked the site starting from Block A. Observed trip hazard from raised concrete. Noted missing fire extinguisher sign. the hall appears satisfactory. Recommend review at next assessment. Photos taken for record.,COMPLIANT,2,1,COMPLETED
22594,3352,7370,,2024-10-09,COMPLAINT_RESPONSE,Routine site walkthrough at Glentunnel School. Checked emergency exits - clear. Fire extinguishers - all current. First aid kits - low on supplies. Signage - faded in places. General housekeeping - poor in storage areas. 2 new hazards logged.,MAJOR_NON_COMPLIANCE,0,0,COMPLETED
22595,3352,7369,105.0,2025-10-22,CONTRACTOR_AUDIT,Contractor audit: Reliable Hvac Maintenance Co on site performing electrical maintenance. Checked: PPE compliance - compliant with minor exceptions; site induction records - expired - updated on site; work method statements - comprehensive. Overall: major non-compliance. Issues noted: PPE not consistently worn.,COMPLIANT,3,0,COMPLETED
22596,3354,7374,,2020-03-16,POST_INCIDENT,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - fully compliant; site induction records - missing for one worker; work method statements - comprehensive. Overall: compliant. Issues noted: PPE not consistently worn.,MINOR_NON_COMPLIANCE,3,0,COMPLETED
22597,3354,7373,,2020-02-13,POST_INCIDENT,Arrived at Te Kura o Ōhinetahi - Governors Bay at 14:30. Met with the H&S rep who reported no issues since last visit. Walked the site starting from the playground. Observed peeling paint near food prep area. Noted missing fire extinguisher sign. Block A appears in good condition. Recommend engaging specialist contractor. Photos taken for record.,MINOR_NON_COMPLIANCE,1,1,COMPLETED
22598,3354,7374,,2020-06-23,POST_INCIDENT,Complaint response visit to Te Kura o Ōhinetahi - Governors Bay regarding unsafe traffic conditions at drop-off. On inspection found worn anti-slip tape on steps. inadequate lighting in car park. Spoke with the principal who was concerned about the situation. Actions: area isolated. Follow-up required: yes - in 14 days.,MINOR_NON_COMPLIANCE,1,0,COMPLETED
22599,3354,7375,,2021-10-09,ROUTINE,Arrived at Te Kura o Ōhinetahi - Governors Bay at 13:15. Met with the principal who reported a concern about the car park. Walked the site starting from Block A. Observed damaged fencing along south boundary. Noted damaged fencing along south boundary. the hall appears showing signs of wear. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,0,0,COMPLETED
22600,3354,7375,,2021-05-18,POST_INCIDENT,Contractor audit: the contractor on site performing painting. Checked: PPE compliance - compliant with minor exceptions; site induction records - current; work method statements - not available. Overall: compliant. Issues noted: none noted.,CRITICAL,0,0,COMPLETED
22601,3354,7374,,2021-02-08,ROUTINE,Complaint response visit to Te Kura o Ōhinetahi - Governors Bay regarding broken playground equipment. On inspection found loose railing on Block A stairwell. loose railing on Block A stairwell. Spoke with the H&S rep who was aware of the issue. Actions: temporary fix applied. Follow-up required: no.,COMPLIANT,1,0,COMPLETED
22602,3354,7375,35.0,2022-05-20,CONTRACTOR_AUDIT,Complaint response visit to Te Kura o Ōhinetahi - Governors Bay regarding unsafe traffic conditions at drop-off. On inspection found worn anti-slip tape on steps. blocked emergency exit in hall. Spoke with the caretaker who was already arranging repair. Actions: repair ordered. Follow-up required: yes - after repair completed.,COMPLIANT,1,1,COMPLETED
22603,3354,7375,,2022-07-02,ROUTINE,Contractor audit: the contractor on site performing painting. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - missing for one worker; work method statements - not available. Overall: minor non-compliance. Issues noted: PPE not consistently worn.,MINOR_NON_COMPLIANCE,3,2,COMPLETED
22604,3354,7374,,2022-02-16,ROUTINE,Routine site walkthrough at Te Kura o Ōhinetahi - Governors Bay. Checked emergency exits - one partially blocked. Fire extinguishers - one missing from hall. First aid kits - fully stocked. Signage - faded in places. General housekeeping - satisfactory. 4 new hazards logged.,MAJOR_NON_COMPLIANCE,0,0,COMPLETED
22605,3354,7375,23.0,2023-06-07,CONTRACTOR_AUDIT,Complaint response visit to Te Kura o Ōhinetahi - Governors Bay regarding strange smell in classroom. On inspection found damaged fencing along south boundary. bird nesting in roof cavity. Spoke with the H&S rep who was already arranging repair. Actions: contractor engaged. Follow-up required: yes - after repair completed.,COMPLIANT,1,1,COMPLETED
22606,3354,7375,,2024-11-21,COMPLAINT_RESPONSE,Routine site walkthrough at Te Kura o Ōhinetahi - Governors Bay. Checked emergency exits - clear. Fire extinguishers - two expired. First aid kits - low on supplies. Signage - adequate. General housekeeping - satisfactory. 2 new hazards logged.,MINOR_NON_COMPLIANCE,1,0,COMPLETED
22607,3354,7375,,2024-07-22,ROUTINE,Complaint response visit to Te Kura o Ōhinetahi - Governors Bay regarding strange smell in classroom. On inspection found trip hazard from raised concrete. loose railing on Block A stairwell. Spoke with the site manager who was unaware until now. Actions: temporary fix applied. Follow-up required: no.,MAJOR_NON_COMPLIANCE,3,3,COMPLETED
22608,3354,7373,,2024-11-23,COMPLAINT_RESPONSE,Contractor audit: the contractor on site performing HVAC servicing. Checked: PPE compliance - partial - no safety glasses observed; site induction records - current; work method statements - generic - not site-specific. Overall: major non-compliance. Issues noted: SWMS not signed.,MAJOR_NON_COMPLIANCE,2,0,COMPLETED
22609,3357,7377,,2020-05-01,COMPLAINT_RESPONSE,Contractor audit: the contractor on site performing grounds maintenance. Checked: PPE compliance - partial - no safety glasses observed; site induction records - missing for one worker; work method statements - generic - not site-specific. Overall: major non-compliance. Issues noted: SWMS not signed.,MINOR_NON_COMPLIANCE,1,1,COMPLETED
22610,3357,7378,80.0,2020-04-08,CONTRACTOR_AUDIT,Routine site walkthrough at Greendale School. Checked emergency exits - one partially blocked. Fire extinguishers - all in date. First aid kits - adequate. Signage - several missing. General housekeeping - poor in storage areas. 3 new hazards logged.,COMPLIANT,1,0,COMPLETED
22611,3357,7378,30.0,2020-02-14,CONTRACTOR_AUDIT,Arrived at Greendale School at 8:30. Met with the site manager who reported a recent near-miss in the workshop. Walked the site starting from the main entrance. Observed trip hazard from raised concrete. Noted trip hazard from raised concrete. Block A appears showing signs of wear. Recommend engaging specialist contractor. Photos taken for record.,MINOR_NON_COMPLIANCE,3,0,COMPLETED
22612,3357,7378,,2021-10-01,ROUTINE,Arrived at Greendale School at 8:45. Met with the caretaker who reported no issues since last visit. Walked the site starting from Block A. Observed bird nesting in roof cavity. Noted peeling paint near food prep area. Block A appears in need of maintenance. Recommend immediate action on high-risk items. Photos taken for record.,COMPLIANT,1,0,COMPLETED
22613,3357,7378,136.0,2022-05-24,CONTRACTOR_AUDIT,Contractor audit: Aotearoa Security Services Ltd on site performing grounds maintenance. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - missing for one worker; work method statements - provided and adequate. Overall: compliant. Issues noted: no issues.,MINOR_NON_COMPLIANCE,2,1,COMPLETED
22614,3357,7376,30.0,2022-08-23,CONTRACTOR_AUDIT,Contractor audit: Metro Hvac Solutions NZ on site performing roof repairs. Checked: PPE compliance - partial - no safety glasses observed; site induction records - all current; work method statements - provided and adequate. Overall: major non-compliance. Issues noted: none noted.,COMPLIANT,1,1,COMPLETED
22615,3357,7377,,2023-08-19,COMPLAINT_RESPONSE,Routine site walkthrough at Greendale School. Checked emergency exits - clear. Fire extinguishers - one missing from hall. First aid kits - fully stocked. Signage - good. General housekeeping - good. 0 new hazards logged.,COMPLIANT,0,0,COMPLETED
22616,3357,7377,,2023-04-14,POST_INCIDENT,Post-incident inspection at Greendale School. Area where incident occurred has been unchanged. damaged fencing along south boundary. Interviewed the H&S rep who confirmed that the issue has been ongoing. Root cause appears to be environmental conditions. Immediate controls: equipment isolated. Further investigation: no - matter resolved.,COMPLIANT,3,1,COMPLETED
22617,3357,7376,50.0,2023-05-09,CONTRACTOR_AUDIT,Complaint response visit to Greendale School regarding unsafe traffic conditions at drop-off. On inspection found standing water near entrance pathway. inadequate lighting in car park. Spoke with the H&S rep who was already arranging repair. Actions: temporary fix applied. Follow-up required: yes - next routine visit.,MINOR_NON_COMPLIANCE,2,0,COMPLETED
22618,3357,7378,50.0,2024-11-26,CONTRACTOR_AUDIT,Post-incident inspection at Greendale School. Area where incident occurred has been cleaned up. worn anti-slip tape on steps. Interviewed the H&S rep who confirmed that the issue has been ongoing. Root cause appears to be inadequate training. Immediate controls: warning signs placed. Further investigation: no - matter resolved.,MAJOR_NON_COMPLIANCE,3,0,COMPLETED
22619,3357,7377,,2024-06-20,ROUTINE,Contractor audit: the contractor on site performing painting. Checked: PPE compliance - partial - no safety glasses observed; site induction records - missing for one worker; work method statements - not available. Overall: major non-compliance. Issues noted: PPE not consistently worn.,COMPLIANT,2,1,COMPLETED
22620,3357,7378,,2024-10-04,COMPLAINT_RESPONSE,Routine site walkthrough at Greendale School. Checked emergency exits - clear. Fire extinguishers - two expired. First aid kits - low on supplies. Signage - several missing. General housekeeping - satisfactory. 1 new hazards logged.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
22621,3359,7380,,2020-09-02,ROUTINE,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - all current; work method statements - comprehensive. Overall: minor non-compliance. Issues noted: PPE not consistently worn.,MAJOR_NON_COMPLIANCE,2,1,COMPLETED
22622,3359,7380,,2021-08-14,POST_INCIDENT,Arrived at Greta Valley School at 9:45. Met with the caretaker who reported no issues since last visit. Walked the site starting from the car park. Observed tree branch overhanging walkway. Noted damaged fencing along south boundary. the gymnasium appears showing signs of wear. Recommend review at next assessment. Photos taken for record.,MINOR_NON_COMPLIANCE,1,1,COMPLETED
22623,3359,7380,107.0,2021-02-10,CONTRACTOR_AUDIT,Arrived at Greta Valley School at 12:30. Met with the principal who reported a recent near-miss in the workshop. Walked the site starting from the playground. Observed blocked emergency exit in hall. Noted mould visible on ceiling tiles. Block A appears showing signs of wear. Recommend review at next assessment. Photos taken for record.,MAJOR_NON_COMPLIANCE,3,3,COMPLETED
